,8E1  1743-f,,8G1  1743-f,,8E2  1743-f,,8D3  1743-f
936.3333,0,936.3333,0.001006739,936.3333,0.001357676,935.66668,0
936.4167,0,936.4167,1.00E-03,936.4167,0.00155947,935.750014,0
936.5,0,936.5,0.001273415,936.5,0.002713333,935.833347,0
936.5833,0,936.5833,0.001052273,936.5833,0.002809791,935.91668,0
936.6667,0,936.6667,8.15E-04,936.6667,0.002505081,936.000014,0
936.75,0,936.75,0.001223585,936.75,0.0018214,936.083347,0
936.8333,0,936.8333,0.002075507,936.8333,0.001052562,936.16668,0
936.9167,0,936.9167,0.002066916,936.9167,6.85E-04,936.250014,0
937,0,937,0.001666385,937,2.87E-04,936.333347,0
937.0833,0,937.0833,0.001897494,937.0833,1.57E-04,936.41668,0
937.1667,0,937.1667,0.00210867,937.1667,5.01E-04,936.500014,0
937.25,0,937.25,0.002295962,937.25,0.001112293,936.583347,0
937.3333,0,937.3333,0.004356005,937.3333,0.001502161,936.66668,0
937.4167,0,937.4167,0.006389242,937.4167,0.001738261,936.750014,0
937.5,0,937.5,0.006758844,937.5,0.002548669,936.833347,0
937.5833,0,937.5833,0.006918128,937.5833,0.002779118,936.91668,0
937.6667,0,937.6667,0.006307281,937.6667,0.00144364,937.000014,0
937.75,0,937.75,0.005997647,937.75,6.15E-04,937.083347,0
937.8333,0,937.8333,0.004357036,937.8333,2.05E-04,937.16668,0
937.9167,0,937.9167,0.002398372,937.9167,3.23E-05,937.250014,0
938,0,938,0.001217915,938,3.35E-05,937.333347,0
938.0833,0,938.0833,7.39E-04,938.0833,1.70E-04,937.41668,0
938.1667,0,938.1667,0.001017048,938.1667,6.74E-05,937.500014,0
938.25,0,938.25,9.79E-04,938.25,3.71E-05,937.583347,0
938.3333,0,938.3333,0.00143648,938.3333,1.88E-04,937.66668,0
938.4167,0,938.4167,0.001788899,938.4167,6.28E-04,937.750014,0
938.5,0,938.5,0.001992858,938.5,6.82E-04,937.833347,0
938.5833,0,938.5833,0.002097845,938.5833,0.001044086,937.91668,0
938.6667,0,938.6667,0.002139083,938.6667,0.00121198,938.000014,0
938.75,0,938.75,0.002094236,938.75,8.08E-04,938.083347,0
938.8333,0,938.8333,0.002200598,938.8333,2.31E-04,938.16668,0
938.9167,0,938.9167,0.00303843,938.9167,2.60E-04,938.250014,0
939,0,939,0.003617317,939,0.001102607,938.333347,0
939.0833,0,939.0833,0.005173905,939.0833,0.001199468,938.41668,0
939.1667,0,939.1667,0.007126555,939.1667,0.001204312,938.500014,0
939.25,0,939.25,0.008512174,939.25,0.00147512,938.583347,0
939.3333,0,939.3333,0.010442487,939.3333,0.001893643,938.66668,0
939.4167,0,939.4167,0.013216989,939.4167,0.001599829,938.750014,0
939.5,0,939.5,0.01260408,939.5,0.001574807,938.833347,0
939.5833,0,939.5833,0.009292959,939.5833,0.001082024,938.91668,0
939.6667,0,939.6667,0.006692862,939.6667,7.21E-04,939.000014,0
939.75,0,939.75,0.00479365,939.75,2.70E-04,939.083347,0
939.8333,0,939.8333,0.003093071,939.8333,3.05E-04,939.16668,0
939.9167,0,939.9167,0.002509716,939.9167,2.10E-04,939.250014,0
940,0,940,0.002554735,940,8.60E-05,939.333347,0
940.0833,0,940.0833,0.0039663,940.0833,7.63E-05,939.41668,0
940.1667,0,940.1667,0.006064488,940.1667,2.87E-04,939.500014,0
940.25,0,940.25,0.007513168,940.25,0.001020678,939.583347,0
940.3333,0,940.3333,0.00934846,940.3333,0.001454941,939.66668,0
940.4167,0,940.4167,0.010335438,940.4167,0.001380277,939.750014,0
940.5,0,940.5,0.010793015,940.5,0.002133375,939.833347,0
940.5833,0,940.5833,0.009009615,940.5833,0.001708395,939.91668,0
940.6667,0,940.6667,0.00645574,940.6667,0.001089288,940.000014,0
940.75,0,940.75,0.00405565,940.75,0.001559067,940.083347,0
940.8333,0,940.8333,0.003005954,940.8333,0.001215208,940.16668,0
940.9167,0,940.9167,0.002308334,940.9167,4.10E-04,940.250014,0
941,0,941,0.002270188,941,4.18E-04,940.333347,0
941.0833,0,941.0833,0.003462673,941.0833,2.49E-04,940.41668,0
941.1667,0,941.1667,0.004204453,941.1667,5.38E-04,940.500014,0
941.25,0,941.25,0.005378552,941.25,5.78E-04,940.583347,0
941.3333,0,941.3333,0.00667293,941.3333,2.13E-04,940.66668,0
941.4167,0,941.4167,0.008250309,941.4167,4.83E-04,940.750014,0
941.5,0.039696148,941.5,0.00841681,941.5,0.002317008,940.833347,0
941.5833,0.032425071,941.5833,0.006928438,941.5833,0.002306515,940.91668,0
941.6667,0.006779788,941.6667,0.004876471,941.6667,0.001473102,941.000014,0
941.75,9.83E-05,941.75,0.004182459,941.75,8.78E-04,941.083347,0
941.8333,0,941.8333,0.002469852,941.8333,6.57E-04,941.16668,0
941.9167,0,941.9167,0.001538374,941.9167,3.41E-04,941.250014,0
942,0,942,0.001285443,942,2.83E-04,941.333347,0
942.0833,0,942.0833,0.001387509,942.0833,1.94E-04,941.41668,0
942.1667,0,942.1667,0.001390258,942.1667,3.31E-04,941.500014,0
942.25,0,942.25,0.001761406,942.25,5.36E-04,941.583347,0
942.3333,0,942.3333,0.002811274,942.3333,2.59E-04,941.66668,0
942.4167,0,942.4167,0.002836532,942.4167,5.18E-04,941.750014,0
942.5,0,942.5,0.002661783,942.5,7.38E-04,941.833347,0
942.5833,0,942.5833,0.002051623,942.5833,5.99E-04,941.91668,0
942.6667,0,942.6667,0.001642501,942.6667,4.12E-04,942.000014,0
942.75,0,942.75,0.001580472,942.75,4.01E-04,942.083347,0
942.8333,0,942.8333,0.001506414,942.8333,3.59E-04,942.16668,0
942.9167,0,942.9167,0.001372732,942.9167,2.47E-04,942.250014,0
943,0,943,0.00133304,943,2.90E-04,942.333347,0
943.0833,0,943.0833,0.001696283,943.0833,1.18E-04,942.41668,0
943.1667,0,943.1667,0.00286076,943.1667,2.95E-04,942.500014,0
943.25,0,943.25,0.003484666,943.25,7.90E-04,942.583347,0
943.3333,0,943.3333,0.004363565,943.3333,9.96E-04,942.66668,0
943.4167,0,943.4167,0.005325285,943.4167,0.001193415,942.750014,0
943.5,0,943.5,0.005729424,943.5,0.001122786,942.833347,0
943.5833,1.97E-04,943.5833,0.005103799,943.5833,0.001447272,942.91668,0
943.6667,0.018570723,943.6667,0.004026267,943.6667,0.002039742,943.000014,0
943.75,0.022009745,943.75,0.00219802,943.75,0.001404896,943.083347,0
943.8333,0.01866898,943.8333,0.00107547,943.8333,3.82E-04,943.16668,0
943.9167,0.007172819,943.9167,7.67E-04,943.9167,3.59E-05,943.250014,0
944,0.001080836,944,9.98E-04,944,1.74E-05,943.333347,0
944.0833,0,944.0833,0.001085608,944.0833,2.91E-04,943.41668,0
944.1667,0,944.1667,9.83E-04,944.1667,4.13E-04,943.500014,0
944.25,0,944.25,0.001328057,944.25,1.25E-04,943.583347,0
944.3333,0,944.3333,0.001626693,944.3333,1.40E-04,943.66668,0
944.4167,0,944.4167,0.00180694,944.4167,8.56E-04,943.750014,0
944.5,0,944.5,0.001732367,944.5,0.001147002,943.833347,0
944.5833,0,944.5833,0.001245236,944.5833,0.00123902,943.91668,0
944.6667,0,944.6667,0.001285271,944.6667,8.69E-04,944.000014,0
944.75,0,944.75,7.08E-04,944.75,8.53E-04,944.083347,0
944.8333,0,944.8333,2.53E-04,944.8333,3.45E-04,944.16668,0
944.9167,0,944.9167,4.67E-04,944.9167,1.41E-04,944.250014,0
945,0,945,6.38E-04,945,2.61E-04,944.333347,0
945.0833,0,945.0833,4.25E-04,945.0833,2.95E-04,944.416681,0
945.1667,0,945.1667,3.88E-04,945.1667,1.39E-04,944.500014,0
945.25,0,945.25,2.90E-04,945.25,6.48E-04,944.583347,0
945.3333,0,945.3333,4.26E-04,945.3333,0.001104625,944.666681,0
945.4167,0,945.4167,5.99E-04,945.4167,0.001432743,944.750014,0
945.5,0,945.5,6.53E-04,945.5,0.001663193,944.833347,0
945.5833,0,945.5833,6.78E-04,945.5833,0.002297232,944.916681,0
945.6667,0,945.6667,4.70E-04,945.6667,0.002501045,945.000014,0
945.75,0,945.75,7.50E-04,945.75,0.002842482,945.083347,0
945.8333,0,945.8333,7.13E-04,945.8333,0.001479156,945.166681,0
945.9167,0,945.9167,2.96E-04,945.9167,7.67E-04,945.250014,0
946,0,946,4.63E-04,946,0.001057001,945.333347,0
946.0833,0,946.0833,4.86E-04,946.0833,0.001411353,945.416681,0
946.1667,0,946.1667,7.34E-04,946.1667,0.001627677,945.500014,0
946.25,0,946.25,0.0015437,946.25,0.002131357,945.583347,0
946.3333,0,946.3333,0.001983923,946.3333,0.003634728,945.666681,0
946.4167,0,946.4167,0.002113309,946.4167,0.003979797,945.750014,0
946.5,0,946.5,0.00224596,946.5,0.003592351,945.833347,0
946.5833,0,946.5833,0.002554563,946.5833,0.004175538,945.916681,0
946.6667,0,946.6667,0.003038602,946.6667,0.00447702,946.000014,0
946.75,0,946.75,0.002571918,946.75,0.003662172,946.083347,0
946.8333,0,946.8333,0.00182378,946.8333,0.002090998,946.166681,6.59E-05
946.9167,0,946.9167,9.77E-04,946.9167,0.001694673,946.250014,0.005198666
947,0,947,4.69E-04,947,0.001115925,946.333347,0.0055198
947.0833,0,947.0833,7.27E-04,947.0833,8.29E-04,946.416681,0.001162757
947.1667,0,947.1667,0.001124269,947.1667,5.41E-04,946.500014,0.004781857
947.25,0,947.25,0.001002958,947.25,8.20E-04,946.583347,0.019308081
947.3333,0,947.3333,0.001141108,947.3333,0.001665211,946.666681,0.023905743
947.4167,0,947.4167,0.001430638,947.4167,0.001851266,946.750014,0.025656564
947.5,0,947.5,0.001581159,947.5,0.002061132,946.833347,0.009079023
947.5833,0,947.5833,0.001860379,947.5833,0.002155572,946.916681,0.001027721
947.6667,0,947.6667,0.00161982,947.6667,0.002516381,947.000014,2.23E-08
947.75,0,947.75,0.001412768,947.75,0.002377143,947.083347,0
947.8333,0,947.8333,9.73E-04,947.8333,9.02E-04,947.166681,0
947.9167,0,947.9167,7.16E-04,947.9167,3.70E-04,947.250014,1.27E-06
948,0,948,3.67E-04,948,2.05E-04,947.333347,1.18E-06
948.0833,0,948.0833,3.37E-04,948.0833,8.07E-05,947.416681,2.34E-07
948.1667,0,948.1667,3.02E-04,948.1667,2.35E-04,947.500014,0
948.25,0.012675255,948.25,3.46E-04,948.25,3.32E-04,947.583347,0
948.3333,0.039401374,948.3333,4.14E-04,948.3333,7.10E-04,947.666681,0
948.4167,0.013756091,948.4167,4.82E-04,948.4167,0.001275343,947.750014,0
948.5,0.001277351,948.5,4.65E-04,948.5,0.001368169,947.833347,0
948.5833,0.004323343,948.5833,4.21E-04,948.5833,0.001132473,947.916681,0
948.6667,0.030852946,948.6667,8.63E-04,948.6667,9.31E-04,948.000014,0
948.75,0.025055737,948.75,0.001710545,948.75,5.52E-04,948.083347,0
948.8333,0.006779788,948.8333,0.001915879,948.8333,4.36E-04,948.166681,0
948.9167,4.91E-04,948.9167,0.003258369,948.9167,5.55E-04,948.250014,0
949,0,949,0.005233357,949,5.05E-04,948.333347,0
949.0833,0,949.0833,0.007744963,949.0833,2.91E-04,948.416681,0
949.1667,0,949.1667,0.012519884,949.1667,8.21E-04,948.500014,0
949.25,0,949.25,0.020035801,949.25,0.002228218,948.583347,0
949.3333,0,949.3333,0.028525809,949.3333,0.003299345,948.666681,0
949.4167,0,949.4167,0.036237782,949.4167,0.003436969,948.750014,0
949.5,0,949.5,0.044071408,949.5,0.003144367,948.833347,0
949.5833,0,949.5833,0.047257782,949.5833,0.002691136,948.916681,0
949.6667,0,949.6667,0.041955006,949.6667,0.003130645,949.000014,0
949.75,0,949.75,0.032071647,949.75,0.003892219,949.083347,0
949.8333,0,949.8333,0.022492594,949.8333,0.002476022,949.166681,0
949.9167,0,949.9167,0.014589206,949.9167,0.001168796,949.250014,0
950,0,950,0.008040679,950,3.71E-04,949.333347,0
950.0833,0,950.0833,0.004703269,950.0833,9.52E-05,949.416681,0
950.1667,0,950.1667,0.003884338,950.1667,9.73E-05,949.500014,0
950.25,0,950.25,0.004039326,950.25,2.99E-04,949.583347,0
950.3333,0,950.3333,0.004874753,950.3333,8.11E-04,949.666681,0
950.4167,0,950.4167,0.006695955,950.4167,0.00102875,949.750014,0
950.5,0,950.5,0.009731636,950.5,0.001304805,949.833347,0
950.5833,0,950.5833,0.010704181,950.5833,0.001509425,949.916681,0
950.6667,0,950.6667,0.009592455,950.6667,0.001092517,950.000014,0
950.75,0.004421601,950.75,0.009125255,950.75,9.23E-04,950.083347,0
950.8333,0.019160269,950.8333,0.007815241,950.8333,7.22E-04,950.166681,0
950.9167,0.008941459,950.9167,0.005836988,950.9167,7.24E-04,950.250014,0
951,0.001375609,951,0.00555141,951,6.86E-04,950.333347,0
951.0833,0,951.0833,0.007216765,951.0833,0.001122786,950.416681,0
951.1667,0,951.1667,0.01107172,951.1667,0.001397631,950.500014,0
951.25,0,951.25,0.015484944,951.25,0.002260909,950.583347,0
951.3333,0,951.3333,0.018722694,951.3333,0.003679123,950.666681,0
951.4167,0,951.4167,0.025086677,951.4167,0.003554818,950.750014,0
951.5,0,951.5,0.031577986,951.5,0.00262979,950.833347,0
951.5833,0,951.5833,0.033223236,951.5833,0.003441409,950.916681,0
951.6667,0,951.6667,0.029595781,951.6667,0.002649566,951.000014,0
951.75,0,951.75,0.025877257,951.75,0.001602251,951.083347,0
951.8333,0,951.8333,0.019358972,951.8333,0.001114715,951.166681,0
951.9167,0,951.9167,0.011605761,951.9167,7.51E-04,951.250014,0
952,0,952,0.005737328,952,4.99E-04,951.333347,0
952.0833,0,952.0833,0.002722095,952.0833,3.39E-04,951.416681,0
952.1667,0,952.1667,0.002773128,952.1667,5.73E-04,951.500014,0
952.25,0,952.25,0.004157888,952.25,0.001361308,951.583347,0
952.3333,0,952.3333,0.005360338,952.3333,0.002727862,951.666681,0
952.4167,0,952.4167,0.006390102,952.4167,0.002926429,951.750014,0
952.5,0,952.5,0.006631176,952.5,0.002615261,951.833347,0
952.5833,0,952.5833,0.007026208,952.5833,0.002861854,951.916681,0
952.6667,0,952.6667,0.007776236,952.6667,0.002749253,952.000014,0
952.75,0,952.75,0.007096829,952.75,0.002218129,952.083347,0
952.8333,0,952.8333,0.005447626,952.8333,0.001657946,952.166681,0
952.9167,0,952.9167,0.004307034,952.9167,0.002315797,952.250014,0
953,0,953,0.00439037,953,0.005072315,952.333347,0
953.0833,0.026627861,953.0833,0.006884278,953.0833,0.008512513,952.416681,0
953.1667,0.051781856,953.1667,0.008316634,953.1667,0.014274562,952.500014,0
953.25,0.046181162,953.25,0.009333854,953.25,0.021397516,952.583347,0
953.3333,0.025645283,953.3333,0.012384656,953.3333,0.026507364,952.666681,0
953.4167,0.006288499,953.4167,0.019126317,953.4167,0.032790852,952.750014,0
953.5,0.012183966,953.5,0.022328327,953.5,0.033791754,952.833347,0
953.5833,0.018865496,953.5833,0.023819276,953.5833,0.035813738,952.916681,0
953.6667,0.020142847,953.6667,0.023927699,953.6667,0.033583905,953.000014,0
953.75,0.006878045,953.75,0.01943217,953.75,0.02775486,953.083347,0
953.8333,7.86E-04,953.8333,0.012682949,953.8333,0.018399248,953.166681,0
953.9167,0,953.9167,0.007354399,953.9167,0.009562249,953.250014,0
954,0,954,0.003480886,954,0.005400433,953.333347,0
954.0833,0,954.0833,0.001790273,954.0833,0.002961541,953.416681,0
954.1667,0,954.1667,0.001949901,954.1667,0.002566427,953.500014,0
954.25,0,954.25,0.002519166,954.25,0.002563198,953.583347,0
954.3333,0,954.3333,0.003584155,954.3333,0.004977068,953.666681,0
954.4167,0,954.4167,0.004627836,954.4167,0.006192276,953.750014,0
954.5,0,954.5,0.005138852,954.5,0.006202769,953.833347,0
954.5833,0,954.5833,0.005529073,954.5833,0.006462681,953.916681,0
954.6667,0,954.6667,0.004875268,954.6667,0.005586488,954.000014,0
954.75,0,954.75,0.004039326,954.75,0.004420114,954.083347,0
954.8333,0,954.8333,0.003070046,954.8333,0.002660059,954.166681,0
954.9167,0,954.9167,0.001752127,954.9167,0.002242748,954.250014,0
955,0,955,8.69E-04,955,0.00167974,954.333347,0
955.0833,0,955.0833,6.15E-04,955.0833,6.26E-04,954.416681,0
955.1667,0,955.1667,9.72E-04,955.1667,1.32E-04,954.500014,0
955.25,0,955.25,0.001174786,955.25,2.13E-04,954.583347,0
955.3333,0,955.3333,0.001579269,955.3333,5.24E-04,954.666681,0
955.4167,0,955.4167,0.001397647,955.4167,5.30E-04,954.750014,0
955.5,0,955.5,8.03E-04,955.5,6.28E-04,954.833347,0
955.5833,0,955.5833,6.37E-04,955.5833,8.61E-04,954.916681,0
955.6667,0,955.6667,5.62E-04,955.6667,3.38E-04,955.000014,0
955.75,0,955.75,5.66E-04,955.75,6.98E-05,955.083347,0
955.8333,0,955.8333,2.70E-04,955.8333,3.03E-04,955.166681,0
955.9167,0,955.9167,2.41E-04,955.9167,1.90E-04,955.250014,0
956,0,956,1.59E-04,956,6.74E-05,955.333347,0
956.0833,0,956.0833,1.43E-04,956.0833,9.73E-05,955.416681,0
956.1667,0,956.1667,3.47E-04,956.1667,3.15E-05,955.500014,0
956.25,0,956.25,4.82E-04,956.25,2.83E-06,955.583348,0
956.3333,0,956.3333,5.62E-04,956.3333,7.14E-05,955.666681,0
956.4167,0,956.4167,6.19E-04,956.4167,7.02E-04,955.750014,0
956.5,0,956.5,8.64E-04,956.5,6.09E-04,955.833348,0
956.5833,0,956.5833,6.71E-04,956.5833,2.03E-04,955.916681,0
956.6667,0,956.6667,4.10E-04,956.6667,5.46E-04,956.000014,0
956.75,0,956.75,3.08E-04,956.75,4.35E-04,956.083348,0
956.8333,0,956.8333,3.44E-04,956.8333,2.45E-04,956.166681,0
956.9167,0,956.9167,3.09E-04,956.9167,3.20E-04,956.250014,0
957,0,957,5.09E-04,957,1.16E-04,956.333348,0
957.0833,0,957.0833,2.36E-04,957.0833,1.53E-05,956.416681,0
957.1667,0,957.1667,8.35E-05,957.1667,9.12E-05,956.500014,0
957.25,0,957.25,1.83E-04,957.25,2.98E-04,956.583348,0
957.3333,0,957.3333,2.67E-04,957.3333,4.25E-04,956.666681,0
957.4167,0,957.4167,3.48E-04,957.4167,4.20E-04,956.750014,0
957.5,0,957.5,5.09E-04,957.5,3.00E-04,956.833348,0
957.5833,0,957.5833,3.35E-04,957.5833,1.00E-04,956.916681,0
957.6667,0,957.6667,2.58E-04,957.6667,4.10E-04,957.000014,0
957.75,0,957.75,1.34E-04,957.75,5.18E-04,957.083348,0
957.8333,0,957.8333,1.49E-04,957.8333,2.24E-04,957.166681,0
957.9167,0,957.9167,1.15E-04,957.9167,9.73E-05,957.250014,0
958,0,958,1.23E-04,958,1.39E-04,957.333348,0
958.0833,0,958.0833,1.78E-04,958.0833,7.30E-04,957.416681,0
958.1667,0,958.1667,1.66E-04,958.1667,0.001546959,957.500014,0
958.25,0,958.25,3.17E-04,958.25,0.001016642,957.583348,0
958.3333,0,958.3333,3.97E-04,958.3333,0.001245478,957.666681,0
958.4167,0,958.4167,3.14E-04,958.4167,0.001822207,957.750014,0
958.5,0,958.5,3.43E-04,958.5,0.002538982,957.833348,0
958.5833,0,958.5833,3.72E-04,958.5833,0.003348583,957.916681,0
958.6667,0,958.6667,3.10E-04,958.6667,0.00242961,958.000014,0
958.75,0,958.75,4.02E-04,958.75,0.002214496,958.083348,0
958.8333,0,958.8333,4.05E-04,958.8333,0.00179557,958.166681,0
958.9167,0,958.9167,3.44E-04,958.9167,0.002083733,958.250014,0
959,0,959,4.71E-04,959,0.002128128,958.333348,0
959.0833,0,959.0833,0.001169975,959.0833,0.001387945,958.416681,0
959.1667,0,959.1667,0.001586485,959.1667,0.001327406,958.500014,0
959.25,0,959.25,0.00198083,959.25,0.001169199,958.583348,0
959.3333,0,959.3333,0.002646147,959.3333,0.00183714,958.666681,0
959.4167,0,959.4167,0.002930694,959.4167,0.002730284,958.750014,0
959.5,0,959.5,0.003565941,959.5,0.003103604,958.833348,0
959.5833,0,959.5833,0.003610444,959.5833,0.002313376,958.916681,0
959.6667,0,959.6667,0.003361638,959.6667,0.001641803,959.000014,0
959.75,0,959.75,0.00255147,959.75,0.001837947,959.083348,0
959.8333,0,959.8333,0.001373763,959.8333,0.001732207,959.166681,0
959.9167,0,959.9167,7.77E-04,959.9167,0.00113893,959.250014,0
960,0,960,7.17E-04,960,6.71E-04,959.333348,0
960.0833,0,960.0833,5.87E-04,960.0833,2.53E-04,959.416681,0
960.1667,0,960.1667,4.82E-04,960.1667,9.16E-05,959.500014,0
960.25,0,960.25,4.90E-04,960.25,1.55E-04,959.583348,0
960.3333,0,960.3333,7.28E-04,960.3333,4.47E-04,959.666681,0
960.4167,0,960.4167,0.001459505,960.4167,8.30E-04,959.750014,0
960.5,0,960.5,0.001367921,960.5,0.001008167,959.833348,0
960.5833,0,960.5833,0.00136225,960.5833,7.11E-04,959.916681,0
960.6667,0,960.6667,0.001551948,960.6667,7.82E-04,960.000014,0
960.75,0,960.75,0.002555938,960.75,0.001000499,960.083348,0
960.8333,0,960.8333,0.003948773,960.8333,0.001486017,960.166681,0
960.9167,4.91E-04,960.9167,0.007137724,960.9167,0.001330635,960.250014,0
961,0.010022295,961,0.010637855,961,0.001871445,960.333348,0
961.0833,0.004126827,961.0833,0.015802997,961.0833,0.003118537,960.416681,0
961.1667,3.93E-04,961.1667,0.026835712,961.1667,0.00622416,960.500014,0
961.25,0.002751218,961.25,0.042387153,961.25,0.007680715,960.583348,0
961.3333,0.01336306,961.3333,0.057536517,961.3333,0.008826909,960.666681,0
961.4167,0.008941459,961.4167,0.075395604,961.4167,0.010798041,960.750014,0
961.5,0.001866898,961.5,0.091844158,961.5,0.012527423,960.833348,0
961.5833,0,961.5833,0.095277276,961.5833,0.014261647,960.916681,0
961.6667,0,961.6667,0.08851637,961.6667,0.013021416,961.000014,0
961.75,0,961.75,0.073002388,961.75,0.008862829,961.083348,0
961.8333,0,961.8333,0.051784068,961.8333,0.005513035,961.166681,0
961.9167,0,961.9167,0.031643796,961.9167,0.003798586,961.250014,0
962,8.84E-04,962,0.016833448,962,0.002912706,961.333348,0
962.0833,0.012478739,962.0833,0.010085773,962.0833,0.002212882,961.416681,0
962.1667,0.009236232,962.1667,0.008403923,962.1667,0.002074451,961.500014,0
962.25,0.001866898,962.25,0.009277323,962.25,0.002069608,961.583348,0
962.3333,0,962.3333,0.013515282,962.3333,0.002778715,961.666681,0
962.4167,0,962.4167,0.018245356,962.4167,0.003202484,961.750014,0
962.5,0,962.5,0.020322753,962.5,0.004203386,961.833348,0
962.5833,0,962.5833,0.020628091,962.5833,0.003753787,961.916681,0
962.6667,0,962.6667,0.019171336,962.6667,0.002999478,962.000014,0
962.75,0,962.75,0.016711106,962.75,0.002799701,962.083348,0
962.8333,0,962.8333,0.012245647,962.8333,0.002290371,962.166681,0
962.9167,0,962.9167,0.008284674,962.9167,0.001871445,962.250014,0
963,0,963,0.005054828,963,0.001531219,962.333348,0
963.0833,9.83E-05,963.0833,0.002831893,963.0833,6.99E-04,962.416681,0
963.1667,0.008351912,963.1667,0.002195099,963.1667,4.83E-04,962.500014,0
963.25,0.042840397,963.25,0.003055097,963.25,3.21E-04,962.583348,0
